,best_NN_score_alpha1.5
3557,14.640529
3558,21.939138
3559,17.626114
3560,10.348935
3561,10.407928
3562,14.593975
3563,10.58298
3564,8.345748
3565,11.810904
3566,13.367963
3567,12.483324
3568,17.31333
3569,10.761174
3570,10.167195
3571,12.063397
3572,5.48078
3573,10.516233
3574,19.480669
3575,17.902597
3576,11.684167
3577,7.638782
3578,14.427128
3579,12.706205
3580,22.331486
3581,15.174689
3582,8.547801
3583,10.181437
3584,17.268593
3585,7.4850125
3586,11.529193
3587,20.382677
3588,12.701756
3589,10.822566
3590,15.706763
3591,16.66661
3592,16.62356
3593,8.532378
3594,7.270486
3595,9.254036
3596,14.199277
3597,10.874265
3598,13.175809
3599,5.4119973
3600,4.224382
3601,10.665402
3602,29.76911
3603,4.413183
3604,20.541964
3605,4.854429
3606,9.498729
3607,15.005114
3608,14.592768
3609,16.455664
3610,12.323778
3611,8.786628
3612,12.927915
3613,13.489786
3614,7.243172
3615,12.033115
3616,10.130448
3617,16.667906
3618,13.658421
3619,22.626568
3620,9.060375
3621,11.439567
3622,9.567976
3623,4.351735
3624,4.671535
3625,19.10627
3626,6.702125
3627,14.97112
3628,10.088737
3629,5.478717
3630,11.355483
3631,11.3101
3632,9.14043
3633,6.7811627
3634,9.211215
3635,11.112159
3636,10.45784
3637,23.855944
3638,11.77155
3639,17.69206
3640,11.688624
3641,4.3328524
3642,16.221008
3643,4.7563677
3644,12.398484
3645,5.0020914
3646,18.181486
3647,12.233963
3648,12.809816
3649,12.913047
3650,9.827891
3651,29.155298
3652,9.695598
3653,5.9629683
3654,15.194295
3655,9.703677
3656,19.322985
3657,20.259644
3658,10.938236
3659,10.470268
3660,18.313612
3661,11.104959
3662,19.572815
3663,10.449039
3664,16.141731
3665,12.418471
3666,5.0340905
3667,5.009595
3668,14.887765
3669,4.7982526
3670,11.426767
3671,5.4283795
3672,20.140902
3673,25.282005
3674,11.08004
3675,3.9261954
3676,15.49266
3677,4.989671
3678,13.159064
3679,15.064414
3680,19.570341
3681,12.05851
3682,11.496526
3683,4.348037
3684,9.860088
3685,15.4691
3686,16.443869
3687,13.641729
3688,14.7918825
3689,5.9773517
3690,11.124313
3691,13.839834
3692,5.739922
3693,14.374415
3694,7.0136895
3695,13.389754
3696,13.581108
3697,4.8724694
3698,10.765479
3699,5.778444
3700,18.332682
3701,18.77299
3702,19.213133
3703,13.494924
3704,17.554316
3705,14.36928
3706,4.6929374
3707,8.791196
3708,9.840127
3709,13.714164
3710,10.607417
3711,11.45949
3712,10.174859
3713,5.00493
3714,11.122729
3715,8.706649
3716,13.269044
3717,13.522508
3718,10.117531
3719,13.995264
3720,15.091907
3721,11.2999735
3722,16.824112
3723,9.847339
3724,8.593829
3725,12.966306
3726,14.627126
3727,3.580497
3728,20.383131
3729,17.803713
3730,9.773597
3731,9.55763
3732,12.295269
3733,20.001133
3734,15.728007
3735,14.243337
3736,8.438483
3737,29.5025
3738,23.215166
3739,5.7970805
3740,10.49981
3741,8.864324
3742,14.8458185
3743,12.556216
3744,8.095374
3745,12.449844
3746,14.358914
3747,21.086168
3748,7.1439514
3749,9.134553
3750,9.398244
3751,16.276644
3752,10.225549
3753,11.689902
3754,5.6102495
3755,8.999959
3756,9.508079
3757,8.801489
3758,15.070205
3759,12.674971
3760,14.545936
3761,20.025324
3762,13.420455
3763,5.098169
3764,14.5181265
3765,12.315932
3766,18.520138
3767,12.448381
3768,10.841081
3769,8.027912
3770,9.281118
3771,22.142447
3772,19.230545
3773,11.060828
3774,8.395887
3775,22.949041
3776,5.189825
3777,13.044743
3778,15.917775
3779,8.076698
3780,8.288956
3781,11.499122
3782,18.50641
3783,7.3370028
3784,8.401451
3785,8.47596
3786,10.644168
3787,7.983415
3788,8.299427
3789,6.264518
3790,13.148198
3791,5.15641
3792,11.24352
3793,5.0563264
3794,11.21761
3795,6.138104
3796,14.447427
3797,7.493831
3798,7.743048
3799,6.1916947
3800,10.078721
3801,16.544836
3802,7.7304425
3803,11.301485
3804,12.808946
3805,11.421359
3806,14.378564
3807,9.4755335
3808,11.730165
3809,16.71855
3810,10.326027
3811,19.773611
3812,12.396173
3813,19.23369
3814,4.862167
3815,9.902622
3816,9.532905
3817,12.519105
3818,9.777467
3819,7.982906
3820,17.497463
3821,9.70876
3822,8.346113
3823,19.193964
3824,4.0971723
3825,16.236523
3826,11.075579
3827,8.915411
3828,3.4805512
3829,13.917391
3830,16.100416
3831,5.374166
3832,13.262437
3833,15.298999
3834,14.8636465
3835,8.545184
3836,19.849379
3837,10.197913
3838,15.39791
3839,11.927918
3840,10.659003
3841,10.752988
3842,8.928757
3843,20.293367
3844,13.161715
3845,12.725778
3846,13.052911
3847,9.988328
3848,14.206381
3849,5.3927584
3850,19.265661
3851,16.673395
3852,11.67488
3853,15.49537
3854,5.3999996
3855,14.650626
3856,7.0586915
3857,17.498419
3858,9.739195
3859,4.710358
3860,5.444614
3861,10.480467
3862,10.386771
3863,8.559824
3864,11.927558
3865,12.977889
3866,8.89964
3867,11.7126045
3868,15.75785
3869,11.11488
3870,14.112907
3871,13.316987
3872,5.599911
3873,11.616813
3874,6.5209937
3875,13.405955
3876,12.154714
3877,24.081156
3878,3.7611997
3879,10.483151
3880,4.896631
3881,6.570107
3882,6.47946
3883,10.61379
3884,10.577314
3885,13.164404
3886,10.604152
3887,18.286428
3888,9.665332
3889,6.579654
3890,22.805132
3891,21.342134
3892,10.369555
3893,9.587846
3894,13.20812
3895,8.567439
3896,3.1360388
3897,15.020793
3898,11.104528
3899,15.415879
3900,11.705923
3901,5.652029
3902,4.82068
3903,12.478648
3904,17.41192
3905,9.87238
3906,7.2459345
3907,11.378467
3908,9.898402
3909,6.1557717
3910,8.358828
3911,18.566797
3912,17.280132
3913,14.751555
3914,9.507515
3915,17.819752
3916,5.0158887
3917,12.304987
3918,11.016325
3919,3.5363321
3920,18.139149
3921,5.090731
3922,5.1802425
3923,2.5658674
3924,7.9789224
3925,9.296639
3926,5.291595
3927,18.292479
3928,14.127797
3929,11.722793
3930,11.371539
3931,21.408003
3932,15.379882
3933,11.567115
3934,21.762415
3935,2.8108864
3936,13.643973
3937,10.985413
3938,13.472831
3939,16.357286
3940,6.8990884
3941,15.460414
3942,16.552652
3943,4.915075
3944,8.344497
3945,17.397745
3946,6.5344453
3947,5.1232634
3948,12.150264
3949,7.1099544
3950,4.5949054
3951,11.191831
3952,7.5780797
3953,6.299402
3954,12.258177
3955,11.711356
3956,20.65007
3957,18.255869
3958,17.369379
3959,17.4596
3960,9.31337
3961,13.860496
3962,9.620378
3963,10.536988
3964,6.774079
3965,12.15884
3966,11.911683
3967,12.210534
3968,3.9038208
3969,17.03953
3970,4.1419644
3971,13.621499
3972,13.9149685
3973,5.888039
3974,9.606297
3975,13.832662
3976,9.611505
3977,9.979444
3978,18.463339
3979,10.740457
3980,5.6359267
3981,17.084444
3982,12.624364
3983,6.9970145
3984,14.048381
3985,13.036374
3986,17.068155
3987,11.298827
3988,9.646127
3989,12.979531
3990,7.969747
3991,12.674377
3992,20.46641
3993,14.275197
3994,10.280404
3995,7.3941064
3996,13.635918
3997,19.552488
3998,14.169419
3999,5.715636
4000,9.031194
4001,12.436622
4002,24.083794
4003,17.34817
4004,15.025796
4005,13.075587
4006,5.221411
4007,18.083303
4008,12.906055
4009,6.025874
4010,11.502695
4011,11.700625
4012,11.116354
4013,21.875128
4014,16.660837
4015,10.235114
4016,9.560592
4017,4.4573464
4018,4.95161
4019,19.59045
4020,9.0222025
4021,17.307442
4022,9.416842
4023,16.74417
4024,8.731852
4025,17.514542
4026,13.490401
4027,7.3672447
4028,8.85695
4029,10.988769
4030,11.578208
4031,12.329017
4032,9.337292
4033,9.891636
4034,13.813215
4035,11.741614
4036,9.873345
4037,17.455042
4038,14.744245
4039,9.2357435
4040,14.798469
4041,6.1991057
4042,5.9494095
4043,10.892749
4044,13.724374
4045,6.273391
4046,11.74169
4047,20.652395
4048,7.461496
4049,8.46816
4050,10.677989
4051,10.459989
4052,14.575302
4053,13.300358
4054,5.6550555
4055,18.646978
4056,12.717238
4057,6.021512
4058,19.116344
4059,13.824827
4060,8.760871
4061,7.0325055
4062,6.9820323
4063,11.336842
4064,5.4030995
4065,10.495802
4066,9.972451
4067,17.393723
4068,20.603233
4069,6.720106
4070,10.164507
4071,12.815802
4072,12.374147
4073,12.276421
4074,10.104751
4075,9.931402
4076,17.15518
4077,11.045524
4078,10.974689
4079,4.3800416
4080,12.77748
4081,3.546486
4082,19.662287
4083,13.495376
4084,14.063264
4085,10.077861
4086,5.1289682
4087,13.716315
4088,12.612955
4089,8.627208
4090,9.117356
4091,16.608742
4092,7.8788147
4093,12.569181
4094,13.744047
4095,14.639715
4096,9.733091
4097,10.674914
4098,10.990568
4099,5.669715
4100,10.009402
4101,13.318181
4102,10.370612
4103,11.248419
4104,10.789834
4105,9.408343
4106,12.225823
4107,12.548285
4108,13.024648
4109,9.773701
4110,13.93171
4111,10.231944
4112,18.701536
4113,10.772479
4114,3.3002632
4115,19.074125
4116,14.069334
4117,9.635013
4118,7.317009
4119,5.364746
4120,13.065953
4121,12.321016
4122,13.759482
4123,4.4325876
4124,11.252267
4125,18.304466
4126,16.088924
4127,12.794374
4128,6.352613
4129,12.4454975
4130,14.989264
4131,19.921663
4132,8.067188
4133,13.36055
4134,5.624223
4135,22.85428
4136,4.083974
4137,9.471959
4138,15.129106
4139,18.752977
4140,5.107942
4141,14.297263
4142,13.895144
4143,9.116153
4144,15.760888
4145,20.380892
4146,5.373777
4147,11.034839
4148,18.051329
4149,6.423279
4150,18.14567
4151,9.546725
4152,12.463942
4153,6.4338565
4154,6.483641
4155,15.21907
4156,14.869141
4157,18.7435
4158,18.932634
4159,18.195326
4160,13.159858
4161,11.604086
4162,6.0847273
4163,12.788846
4164,3.8300943
4165,18.376162
4166,5.115335
4167,10.499612
4168,3.6207337
4169,20.513397
4170,12.104442
4171,14.896889
4172,16.435362
4173,12.040063
4174,9.95398
4175,8.639495
4176,8.290653
4177,4.715835
4178,16.022106
4179,13.336275
4180,8.974125
4181,8.225061
4182,9.854686
4183,11.691352
4184,5.328057
4185,8.264536
4186,13.4702215
4187,9.357347
4188,7.890457
4189,18.883307
4190,11.17361
4191,16.369349
4192,12.472783
4193,8.855035
4194,15.508237
4195,8.436856
4196,5.5872602
4197,12.280862
4198,5.322575
4199,12.2401085
4200,15.605253
4201,14.463932
4202,11.067024
4203,11.832696
4204,8.210236
4205,12.159324
4206,9.416005
4207,17.625313
4208,18.423077
4209,8.852163
4210,14.096288
4211,12.914864
4212,15.460945
4213,5.7148604
4214,12.4377985
4215,12.562423
4216,17.558687
4217,11.468572
4218,6.7839036
4219,20.463343
4220,10.801049
4221,15.201282
4222,5.5778575
4223,8.191023
4224,7.91859
4225,12.337454
4226,10.163655
4227,18.287516
4228,21.226122
4229,8.3689165
4230,9.652022
4231,5.083669
4232,4.7846484
4233,16.504408
4234,4.933926
4235,15.405162
4236,14.031486
4237,18.75473
4238,4.870663
4239,15.697703
4240,14.377009
4241,19.673208
4242,7.467988
4243,9.900078
4244,12.33035
4245,17.426653
4246,18.806581
4247,10.893112
4248,17.396372
4249,16.670748
4250,15.256433
4251,4.5687146
4252,12.150781
4253,17.443716
4254,11.68088
4255,5.3271737
4256,10.816766
4257,14.145156
4258,9.066094
4259,8.748698
4260,11.303721
4261,5.951882
4262,13.845484
4263,13.753753
4264,9.890341
4265,10.97215
4266,14.362747
4267,20.955656
4268,14.717402
4269,10.137986
4270,4.253825
4271,13.684007
4272,23.388807
4273,4.71338
4274,11.472924
4275,13.283616
4276,12.233045
4277,17.514017
4278,10.601383
4279,7.9214683
4280,11.566472
4281,19.47042
4282,10.057054
4283,17.57687
4284,20.586634
4285,11.089303
4286,10.392665
4287,13.536024
4288,21.393616
4289,15.318299
4290,8.700946
4291,16.697897
4292,10.782308
4293,13.370027
4294,11.008583
4295,12.674291
4296,5.466246
4297,3.6132092
4298,16.962622
4299,10.733743
4300,9.667924
4301,3.8853674
4302,6.521027
4303,4.443294
4304,10.795243
4305,14.43392
4306,20.008585
4307,12.0997
4308,12.438373
4309,12.01088
4310,12.810395
4311,13.806727
4312,18.062496
4313,18.90103
4314,18.889082
4315,13.741484
4316,7.616302
4317,14.843465
4318,3.5563722
4319,7.644886
4320,11.310058
4321,21.03812
4322,5.1066194
4323,10.070216
4324,12.151889
4325,9.785258
4326,5.524974
4327,12.21881
4328,11.803315
4329,3.496544
4330,17.958277
4331,3.4653473
4332,16.376259
4333,18.06059
4334,23.225012
4335,6.2990527
4336,10.530879
4337,17.858408
4338,17.587603
4339,5.080641
4340,10.949434
4341,20.06164
4342,20.215616
4343,13.556285
4344,6.880716
4345,13.368793
4346,13.694413
4347,16.444817
4348,17.201544
4349,11.9204
4350,7.810165
4351,11.452229
4352,5.529199
4353,11.26876
4354,3.7913163
4355,10.493208
4356,10.726234
4357,8.7786665
4358,13.600343
4359,10.19012
4360,17.181398
4361,18.99898
4362,7.669538
4363,19.123512
4364,8.753869
4365,21.146458
4366,5.610316
4367,10.162723
4368,13.680553
4369,8.274119
4370,12.817534
4371,21.869267
4372,4.53521
4373,16.011341
4374,3.1777964
4375,20.941671
4376,11.480363
4377,17.676178
4378,18.337719
4379,16.817713
4380,5.47193
4381,7.4250746
4382,16.220854
4383,11.072825
4384,9.775186
4385,10.924071
4386,15.050132
4387,18.040442
4388,5.207933
4389,20.283571
4390,12.41341
4391,13.319942
4392,9.389314
4393,4.827851
4394,7.4809775
4395,12.055634
4396,9.571698
4397,18.193945
4398,10.800647
4399,10.193393
4400,4.519942
4401,18.5045
4402,5.5936036
4403,11.926895
4404,6.3783946
4405,19.731781
4406,4.853558
4407,13.622427
4408,9.032622
4409,12.051553
4410,10.920983
4411,19.67903
4412,10.740241
4413,4.093324
4414,11.706827
4415,4.0361586
4416,8.0491085
4417,17.465746
4418,12.416804
4419,13.209317
4420,13.557916
4421,6.109586
4422,12.779002
4423,15.9363575
4424,15.934984
4425,13.0743885
4426,13.535634
4427,4.824713
4428,4.815004
4429,17.044785
4430,14.397265
4431,4.0613837
4432,9.131047
4433,11.124906
4434,6.503627
4435,9.751279
4436,10.375031
4437,7.051989
4438,20.995697
4439,11.693797
4440,7.0826488
4441,11.044467
4442,5.045555
4443,4.5676823
4444,8.624352
4445,11.405118
4446,14.488849
4447,13.867884
4448,8.889821
4449,4.6239643
4450,10.333449
4451,15.8273535
4452,13.850721
4453,12.60007
4454,14.895777
4455,10.028251
4456,4.203692
4457,10.776551
4458,11.402455
4459,10.33788
4460,14.595854
4461,4.8255906
4462,10.206419
4463,9.052499
4464,5.405915
4465,9.109477
4466,8.087181
4467,10.630749
4468,15.790973
4469,4.836516
4470,7.5863404
4471,13.495288
4472,15.646636
4473,14.974065
4474,16.732052
4475,4.6634088
4476,4.5581717
4477,11.948884
4478,11.640006
4479,12.936788
4480,12.409164
4481,9.085862
4482,9.499176
4483,16.881483
4484,26.914682
4485,10.19335
4486,13.574908
4487,11.423659
4488,14.419443
4489,14.217246
4490,10.928089
4491,13.645506
4492,11.225548
4493,13.947864
4494,11.134882
4495,12.211495
4496,15.227456
4497,12.671667
4498,9.674357
4499,17.566689
4500,4.6089854
4501,12.364725
4502,5.4429584
4503,16.310457
4504,10.0769
4505,10.724467
4506,12.769771
4507,4.920216
4508,13.425789
4509,10.167287
4510,9.8052225
4511,9.992774
4512,7.650703
4513,9.075203
4514,10.687425
4515,11.491767
4516,9.321853
4517,19.531092
4518,15.460416
4519,12.971801
4520,9.619868
4521,8.135197
4522,10.658838
4523,13.130597
4524,4.4119253
4525,10.927539
4526,10.853583
4527,4.44371
4528,9.813039
4529,5.720588
4530,3.9672346
4531,6.4315305
4532,12.582838
4533,12.394441
4534,11.080789
4535,6.043329
4536,11.786723
4537,17.890001
4538,14.423338
4539,4.0211277
4540,10.480629
4541,18.188858
4542,11.851384
4543,6.5533776
4544,9.788634
4545,9.876233
4546,10.795569
4547,4.5760307
4548,8.28286
4549,19.191778
4550,3.3578992
4551,10.544158
4552,13.9088335
4553,19.137629
4554,9.877852
4555,11.059264
4556,14.768439
4557,16.03621
4558,2.8347328
4559,13.372275
4560,12.583144
4561,8.236111
4562,5.248344
4563,21.46667
4564,8.3395605
4565,12.72631
4566,14.549503
4567,12.061002
4568,15.73647
4569,9.741882
4570,15.333261
4571,20.244131
4572,16.327785
4573,6.460981
4574,12.431858
4575,6.12721
4576,9.875388
4577,12.649639
4578,21.955194
4579,14.277737
4580,17.808165
4581,12.080567
4582,9.869
4583,8.947175
4584,7.7362847
4585,12.733987
4586,5.03721
4587,9.748204
4588,17.07253
4589,3.5048254
4590,15.015691
4591,11.514937
4592,6.9607434
4593,28.367363
4594,10.820934
4595,14.807781
4596,11.660831
4597,7.7142987
4598,17.153826
4599,12.895348
4600,9.783917
4601,5.818974
4602,13.417032
4603,21.734636
4604,19.027788
4605,16.57113
4606,9.408552
4607,10.49314
4608,7.339073
4609,3.9576275
4610,11.633748
4611,10.919424
4612,11.02115
4613,6.1124444
4614,9.584551
4615,23.975775
4616,7.5005975
4617,15.19616
4618,16.002382
4619,7.430262
4620,9.97668
4621,9.922315
4622,10.827706
4623,10.029906
4624,15.364678
4625,5.543105
4626,14.755786
4627,13.965714
4628,7.026098
4629,27.017723
4630,5.6547685
4631,12.159467
4632,13.724622
4633,11.308744
4634,3.975804
4635,3.7445023
4636,14.136601
4637,3.8561935
4638,8.82002
4639,5.6024194
4640,6.8642178
4641,4.106183
4642,4.6974554
4643,12.349648
4644,13.078672
4645,6.43517
4646,8.204521
4647,12.914257
4648,9.111625
4649,7.972352
4650,5.0587955
4651,4.0766554
4652,10.011294
4653,10.826316
4654,10.384896
4655,19.821833
4656,9.924509
4657,7.0195813
4658,14.484579
4659,7.837335
4660,10.229994
4661,11.129863
4662,11.991293
4663,13.173873
4664,14.106946
4665,5.125284
4666,12.958817
4667,16.545938
4668,15.061167
4669,5.460448
4670,16.159878
4671,10.394979
4672,13.806432
4673,4.195941
4674,10.182101
4675,10.376332
4676,16.240206
4677,13.775195
4678,14.526706
4679,11.926658
4680,3.5909333
4681,12.317968
4682,16.199656
4683,5.1762495
4684,12.341256
4685,15.685052
4686,7.174967
4687,8.262956
4688,7.183853
4689,14.415961
4690,10.247628
4691,10.6489725
4692,4.5295753
4693,16.996317
4694,12.496125
4695,10.084527
4696,10.543117
4697,8.444429
4698,13.9934025
4699,12.244803
4700,11.648361
4701,4.420973
4702,10.2906885
4703,7.6772666
4704,14.512517
4705,8.835525
4706,12.184558
4707,6.4084644
4708,14.615919
4709,10.585866
4710,13.760612
4711,11.951873
4712,7.522782
4713,3.115129
4714,8.706168
4715,8.424866
4716,6.884551
4717,11.75869
4718,4.463505
4719,17.911789
4720,13.764148
4721,10.382223
4722,16.454699
4723,4.915991
4724,15.12205
4725,4.80477
4726,12.004704
4727,18.03359
4728,10.887658
4729,10.483155
4730,20.835352
4731,10.459793
4732,10.937159
4733,17.294962
4734,11.615268
4735,4.99235
4736,12.508724
4737,13.991208
4738,11.59701
4739,11.768016
4740,14.793807
4741,12.060534
4742,5.886458
4743,6.1818175
4744,10.594058
4745,10.4077215
4746,4.8706183
4747,14.845578
4748,11.764085
4749,15.808827
4750,15.85867
4751,6.8195066
4752,5.3468833
4753,16.580229
4754,8.851958
4755,9.886777
4756,7.039147
4757,20.565042
4758,4.8263516
4759,4.7840934
4760,14.599489
4761,11.504275
4762,13.78549
4763,4.112099
4764,4.2318296
4765,16.817804
4766,9.376042
4767,9.074501
4768,4.86796
4769,6.0160823
4770,11.728879
4771,7.3832755
4772,11.17053
4773,11.880992
4774,9.191232
4775,14.16043
4776,6.4749703
4777,10.87715
4778,5.158541
4779,11.271471
4780,4.8548064
4781,22.151901
4782,12.514489
4783,10.222877
4784,10.645936
4785,6.006412
4786,11.928074
4787,18.768972
4788,11.958173
4789,18.934578
4790,10.955234
4791,12.994056
4792,16.267628
4793,10.293653
4794,8.861228
4795,18.399574
4796,9.443845
4797,10.082715
4798,5.184731
4799,16.347473
4800,15.99316
4801,14.227902
4802,10.524859
4803,10.912848
4804,15.842681
4805,10.161685
4806,4.4235835
4807,18.758701
4808,14.489267
4809,8.579644
4810,20.337759
4811,8.513394
4812,14.895795
4813,11.509404
4814,21.00462
4815,18.02772
4816,5.9511094
4817,11.428909
4818,18.132269
4819,4.790734
4820,10.224402
4821,6.8694386
4822,10.54094
4823,6.9571867
4824,11.692532
4825,19.270912
4826,15.637853
4827,11.067962
4828,18.098894
4829,17.16515
4830,4.1400814
4831,11.587751
4832,8.697821
4833,4.311699
4834,8.361007
4835,7.256718
4836,15.1506605
4837,12.855595
4838,15.967027
4839,5.2465143
4840,7.9671373
4841,7.8761477
4842,10.737227
4843,20.172922
4844,12.162393
4845,12.765613
4846,19.24909
4847,4.7218165
4848,17.277367
4849,14.566929
4850,11.4474745
4851,3.9515605
4852,17.913094
4853,18.96374
4854,8.842786
4855,5.4087424
4856,15.530939
4857,5.9978747
4858,24.389486
4859,4.965389
4860,10.493366
4861,14.743655
4862,9.34729
4863,14.284994
4864,5.1978226
4865,12.93176
4866,12.252158
4867,20.261278
4868,11.358626
4869,10.383554
4870,11.609349
4871,5.231268
4872,5.6059384
4873,9.694606
4874,12.036266
4875,18.303705
4876,5.204783
4877,18.09712
4878,8.851427
4879,6.224509
4880,8.268945
4881,3.7578166
4882,3.8978903
4883,13.097118
4884,8.214311
4885,12.26534
4886,10.337018
4887,10.93142
4888,10.771742
4889,10.57761
4890,16.733788
4891,17.590223
4892,11.157109
4893,17.598783
4894,16.365395
4895,4.9099336
4896,12.49367
4897,19.592712
4898,11.110421
4899,14.496846
4900,11.452195
4901,14.089606
4902,13.423043
4903,12.276284
4904,11.918532
4905,17.337696
4906,8.505192
4907,5.5557632
4908,8.230114
4909,4.853255
4910,16.655354
4911,13.602834
4912,7.1465015
4913,4.8066525
4914,20.329254
4915,12.706571
4916,14.634938
4917,7.686988
4918,15.975222
4919,10.995345
4920,10.5290785
4921,14.0560255
4922,8.129466
4923,9.298604
4924,5.9403763
4925,11.754506
4926,12.297705
4927,9.937379
4928,14.88341
4929,10.024001
4930,18.600965
4931,14.674039
4932,14.138303
4933,19.463337
4934,6.9064183
4935,11.271726
4936,20.118822
4937,22.170725
4938,20.882273
4939,4.999624
4940,6.135463
4941,14.39048
4942,19.3417
4943,7.692736
4944,6.1169176
4945,4.0688586
4946,14.453892
4947,18.535585
4948,23.61862
4949,15.770112
4950,11.024276
4951,17.952898
4952,14.597363
4953,17.53931
4954,3.936691
4955,11.844556
4956,3.3610687
4957,17.340132
4958,14.168038
4959,9.887549
4960,9.210712
4961,16.03845
4962,9.96718
4963,12.280219
4964,16.075565
4965,6.0789905
4966,8.83011
4967,13.729595
4968,11.083207
4969,13.09502
4970,8.437902
4971,8.969213
4972,8.723716
4973,4.476918
4974,14.543532
4975,10.47947
4976,11.946088
4977,13.465523
4978,12.347949
4979,15.377716
4980,11.612489
4981,15.094114
4982,10.602002
4983,13.6763
4984,9.625142
4985,12.044107
4986,12.33579
4987,10.699239
4988,14.636256
4989,10.512154
4990,12.351787
4991,24.759123
4992,4.0415835
4993,18.855635
4994,20.188251
4995,13.382678
4996,4.8764424
4997,7.692843
4998,8.764877
4999,6.7157435
5000,10.77889
5001,4.723424
5002,20.543726
5003,14.06814
5004,13.442198
5005,17.408278
5006,13.790933
5007,6.92603
5008,5.6509886
5009,9.123868
5010,4.362613
5011,11.677232
5012,12.357999
5013,11.211914
5014,22.694351
5015,15.249169
5016,5.473514
5017,5.2252307
5018,10.050658
5019,8.635425
5020,6.76763
5021,15.395656
5022,9.277302
5023,15.158487
5024,15.964461
5025,11.709575
5026,9.109899
5027,13.486877
5028,11.152209
5029,13.736356
5030,14.973456
5031,12.495201
5032,10.447359
5033,9.745577
5034,15.713572
5035,10.714671
5036,8.958477
5037,11.197417
5038,16.929026
5039,5.574841
5040,4.3054414
5041,16.092733
5042,12.842726
5043,15.592114
5044,20.905447
5045,17.359545
5046,4.779791
5047,7.443321
5048,14.911628
5049,13.562377
5050,14.892574
5051,4.7664566
5052,12.951182
5053,11.755221
5054,22.754778
5055,16.893293
5056,18.993258
5057,13.129699
5058,18.787273
5059,5.7273817
5060,4.7197185
5061,18.962793
5062,13.576719
5063,16.551207
5064,17.018534
5065,9.258835
5066,9.262614
5067,16.334196
5068,11.849576
5069,14.4461565
5070,10.651366
5071,4.6999984
5072,4.7744904
5073,5.156256
5074,19.725267
5075,9.423741
5076,9.213338
5077,9.082137
5078,13.5947075
5079,3.5070796
5080,17.493376
5081,9.452157
5082,8.080055
5083,28.07603
5084,13.863046
5085,13.410111
5086,15.538888
5087,11.721398
5088,12.600434
5089,15.372504
5090,25.018444
5091,9.030131
5092,9.658843
5093,4.469044
5094,11.699174
5095,11.856602
5096,20.008886
5097,14.148722
5098,11.093244
5099,4.2228312
5100,4.73369
5101,7.3148823
5102,14.463935
5103,11.594285
5104,10.47892
5105,10.038844
5106,11.827933
5107,10.308556
5108,10.236629
5109,2.6974857
5110,14.40616
5111,11.564669
5112,11.671171
5113,10.747382
5114,22.768757
5115,3.6790335
5116,13.207763
5117,8.255937
5118,18.362917
5119,11.850371
5120,5.33131
5121,11.041915
5122,20.034134
5123,8.2990675
5124,10.791807
5125,4.4136906
5126,12.074946
5127,9.39243
5128,4.5791564
5129,4.1742997
5130,10.920866
5131,9.832752
5132,10.633721
5133,13.971202
5134,5.4983087
5135,4.4627986
5136,13.606462
5137,16.471493
5138,10.277427
5139,13.2918215
5140,17.508615
5141,4.699513
5142,15.824004
5143,12.605229
5144,11.899432
5145,11.990911
5146,4.02548
5147,11.6991625
5148,4.920037
5149,10.149173
5150,13.413257
5151,12.800418
5152,9.474612
5153,15.832959
5154,4.260279
5155,22.792183
5156,10.833843
5157,8.506221
5158,4.4341497
5159,19.845251
5160,8.755128
5161,21.70069
5162,15.358127
5163,5.1364894
5164,10.49019
5165,15.023243
5166,10.507134
5167,4.117251
5168,7.5920553
5169,4.8401904
5170,16.238417
5171,6.0113
5172,7.6477113
5173,5.3355637
5174,10.406135
5175,5.710729
5176,13.376376
5177,13.292132
5178,10.883645
5179,11.967995
5180,10.064282
5181,17.06235
5182,5.2975564
5183,15.187149
5184,7.813577
5185,11.140433
5186,14.939425
5187,12.374234
5188,18.121214
5189,16.261068
5190,4.345439
5191,7.2677736
5192,4.940205
5193,5.0127363
5194,9.083617
5195,10.093009
5196,14.053078
5197,18.390663
5198,4.16724
5199,13.221385
5200,8.420939
5201,9.012367
5202,13.516454
5203,17.081663
5204,16.23735
5205,6.8485813
5206,12.396672
5207,15.837525
5208,5.9505715
5209,11.288089
5210,5.000589
5211,22.48321
5212,10.142079
5213,8.260669
5214,12.628947
5215,11.350627
5216,17.672174
5217,9.143382
5218,5.6669726
5219,11.884004
5220,7.8871517
5221,14.611629
5222,18.760618
5223,3.6256886
5224,11.624973
5225,13.372849
5226,21.248749
5227,14.232901
5228,11.84957
5229,10.786941
5230,20.119635
5231,10.659153
5232,12.009942
5233,5.15557
5234,13.015183
5235,14.9434595
5236,5.349082
5237,18.304497
5238,8.866506
5239,8.974786
5240,4.485766
5241,12.738616
5242,8.896941
5243,9.531151
5244,9.41137
5245,3.9676046
5246,16.96953
5247,10.732631
5248,18.212238
5249,14.7740345
5250,12.159677
5251,11.754769
5252,13.280456
5253,15.6944895
5254,13.605955
5255,10.303318
5256,10.208457
5257,12.9806185
5258,4.392884
5259,11.810295
5260,9.520604
5261,12.0246725
5262,3.963567
5263,10.580146
5264,12.559226
5265,11.364242
5266,3.557883
5267,10.895863
5268,17.115984
5269,5.6596723
5270,12.730054
5271,9.629544
5272,17.800577
5273,12.401727
5274,14.20213
