,best_NN_score_alpha1_5_tr
30425,13.414386
30426,11.350336
30427,21.316835
30428,13.323408
30429,12.070887
30430,14.284409
30431,12.630043
30432,13.73253
30433,3.8939445
30434,16.48362
30435,7.059502
30436,13.327656
30437,11.611129
30438,11.292339
30439,23.153948
30440,21.501982
30441,14.662115
30442,21.246248
30443,9.986296
30444,18.365469
30445,9.18155
30446,14.486774
30447,11.002135
30448,12.919496
30449,11.448945
30450,4.8476763
30451,19.28092
30452,13.062014
30453,15.459938
30454,11.75934
30455,13.853117
30456,7.3796434
30457,22.885506
30458,16.450369
30459,15.390267
30460,12.340704
30461,4.8540096
30462,14.125296
30463,12.313704
30464,5.4729404
30465,6.6855526
30466,7.408212
30467,15.567671
30468,11.039113
30469,5.380269
30470,4.7643824
30471,10.859364
30472,10.799963
30473,12.19652
30474,15.573623
30475,11.353769
30476,4.434314
30477,14.384157
30478,10.826935
30479,12.668018
30480,11.021947
30481,4.961813
30482,3.6982663
30483,11.697659
30484,9.906689
30485,12.304893
30486,10.726635
30487,12.142683
30488,20.923286
30489,3.9824812
30490,11.716449
30491,18.28666
30492,11.026151
30493,10.794375
30494,7.7294626
30495,9.897131
30496,19.319647
30497,11.264795
30498,10.741427
30499,12.758058
30500,14.264967
30501,4.9957876
30502,11.7230015
30503,9.704201
30504,9.849317
30505,8.99067
30506,8.835197
30507,15.088914
30508,14.257275
30509,11.918842
30510,16.438593
30511,8.706911
30512,13.080083
30513,10.630558
30514,10.423021
30515,25.464628
30516,4.779662
30517,13.767593
30518,8.713692
30519,8.105469
30520,13.983949
30521,20.026564
30522,8.49792
30523,10.185924
30524,13.975895
30525,9.140619
30526,14.762767
30527,10.68835
30528,5.786711
30529,16.689106
30530,12.305716
30531,8.065603
30532,8.028408
30533,4.850148
30534,5.6140704
30535,11.936661
30536,21.952269
30537,10.810125
30538,16.013409
30539,11.637741
30540,10.375898
30541,12.405013
30542,8.719971
30543,12.191631
30544,8.946491
30545,7.8788958
30546,5.351158
30547,11.661312
30548,11.172743
30549,6.96824
30550,8.9491005
30551,5.0471287
30552,11.809216
30553,8.777406
30554,17.579275
30555,11.874144
30556,6.4806995
30557,13.15508
30558,22.279467
30559,11.497472
30560,10.517985
30561,10.779818
30562,4.824647
30563,10.087751
30564,7.21054
30565,15.406551
30566,15.044795
30567,18.639904
30568,15.900747
30569,7.217577
30570,16.185514
30571,12.475058
30572,13.9168415
30573,11.516837
30574,7.1582165
30575,9.725899
30576,14.268338
30577,8.308808
30578,21.459188
30579,13.159317
30580,9.569177
30581,8.218898
30582,12.718346
30583,17.921942
30584,11.779084
30585,12.095173
30586,9.015961
30587,8.879996
30588,12.313419
30589,12.840101
30590,4.293346
30591,9.517145
30592,11.199741
30593,10.504429
30594,9.36307
30595,15.850148
30596,13.162554
30597,7.3119817
30598,5.0671377
30599,20.321306
30600,4.814374
30601,10.9145775
30602,4.3972206
30603,20.353943
30604,22.262648
30605,11.124027
30606,15.482977
30607,18.639751
30608,5.876016
30609,8.314333
30610,4.2626104
30611,15.743885
30612,9.0062895
30613,9.8956375
30614,3.2389448
30615,14.861908
30616,13.680169
30617,19.174017
30618,10.779879
30619,16.546078
30620,15.433411
30621,2.7869341
30622,15.465196
30623,13.732297
30624,11.732199
30625,8.076239
30626,12.4652815
30627,19.959646
30628,10.754291
30629,13.500561
30630,9.893066
30631,3.787111
30632,11.045259
30633,5.4974318
30634,12.037403
30635,9.787389
30636,12.634375
30637,9.5920725
30638,5.1270247
30639,12.125366
30640,17.52891
30641,12.105131
30642,14.347518
30643,6.4508524
30644,18.014664
30645,10.919027
30646,10.715317
30647,10.295876
30648,19.04815
30649,21.884142
30650,9.942701
30651,13.445317
30652,12.4046135
30653,10.403302
30654,14.616392
30655,15.052179
30656,16.91582
30657,16.837557
30658,10.272893
30659,12.102657
30660,11.064604
30661,15.803656
30662,9.468428
30663,11.020418
30664,15.190223
30665,11.998745
30666,8.890864
30667,21.28845
30668,18.414614
30669,12.843174
30670,11.979208
30671,14.793593
30672,2.4064136
30673,16.08264
30674,4.7898254
30675,7.7898445
30676,10.149517
30677,18.384506
30678,8.938576
30679,16.963926
30680,14.562609
30681,14.947443
30682,10.979589
30683,13.685933
30684,5.836174
30685,12.886174
30686,12.156813
30687,15.576086
30688,9.916313
30689,10.089928
30690,4.230733
30691,6.2572794
30692,11.847802
30693,20.81505
30694,19.12194
30695,12.566189
30696,9.574053
30697,13.895984
30698,8.240388
30699,10.487149
30700,14.499292
30701,4.0687833
30702,18.356897
30703,14.302008
30704,11.395657
30705,12.138981
30706,12.729193
30707,8.897671
30708,5.199993
30709,9.955794
30710,10.276432
30711,9.186354
30712,14.784185
30713,7.6527376
30714,10.8572445
30715,10.442942
30716,12.595874
30717,16.595438
30718,14.650457
30719,12.683508
30720,9.824493
30721,10.869455
30722,3.821778
30723,16.875208
30724,12.400506
30725,11.141361
30726,9.450883
30727,17.406557
30728,4.0145574
30729,10.328056
30730,7.5781627
30731,6.302995
30732,6.3808355
30733,12.116697
30734,8.460502
30735,15.850291
30736,11.000379
30737,9.048826
30738,10.93302
30739,8.486411
30740,16.052639
30741,13.097414
30742,12.539718
30743,10.483841
30744,15.280601
30745,9.448403
30746,7.8804407
30747,9.055929
30748,10.536518
30749,9.666688
30750,5.0199385
30751,6.1962633
30752,15.437347
30753,18.19417
30754,11.863682
30755,13.347732
30756,10.952838
30757,2.7266212
30758,12.658537
30759,5.045878
30760,8.313456
30761,11.535555
30762,13.669911
30763,4.1041226
30764,8.243423
30765,17.297028
30766,13.099086
30767,3.7599447
30768,16.919622
30769,13.908407
30770,13.442711
30771,16.604788
30772,12.595299
30773,7.006173
30774,12.357671
30775,12.305807
30776,7.8461466
30777,10.741883
30778,10.986422
30779,3.9508865
30780,4.328873
30781,14.722312
30782,15.133623
30783,12.066441
30784,14.604404
30785,17.039103
30786,3.6082554
30787,15.262169
30788,9.729162
30789,12.274081
30790,21.098175
30791,10.643081
30792,15.417175
30793,10.91501
30794,5.51612
30795,13.916397
30796,15.907388
30797,4.2738924
30798,12.496299
30799,13.262121
30800,9.577608
30801,4.4562907
30802,16.266756
30803,7.159232
30804,4.667253
30805,9.633999
30806,6.135517
30807,16.444536
30808,12.875435
30809,19.044638
30810,15.025883
30811,5.877623
30812,10.513029
30813,12.609467
30814,7.3135176
30815,9.324961
30816,10.249361
30817,11.818819
30818,11.633133
30819,19.425459
30820,16.205257
30821,7.3801126
30822,12.882135
30823,8.439889
30824,4.439391
30825,14.390329
30826,12.20193
30827,18.757849
30828,12.287012
30829,8.421983
30830,6.9659796
30831,9.611863
30832,4.4962425
30833,10.384987
30834,11.219265
30835,11.178732
30836,6.7297144
30837,21.002844
30838,9.9356365
30839,7.851999
30840,8.039797
30841,4.161337
30842,16.650536
30843,5.1924872
30844,15.252426
30845,11.525028
30846,12.382647
30847,19.180021
30848,13.04029
30849,4.0283275
30850,9.452741
30851,23.465353
30852,10.747358
30853,9.930437
30854,16.546257
30855,8.222012
30856,12.750902
30857,18.985922
30858,9.983686
30859,9.5315075
30860,17.016195
30861,17.34939
30862,4.0470276
30863,15.194419
30864,4.3180747
30865,11.964622
30866,10.010917
30867,11.99013
30868,7.234121
30869,15.534237
30870,10.264154
30871,13.758586
30872,12.976955
30873,10.776896
30874,13.721314
30875,16.464848
30876,8.024862
30877,19.527742
30878,12.93956
30879,6.704112
30880,8.3750515
30881,14.33025
30882,7.6311264
30883,17.168737
30884,18.86287
30885,7.2399244
30886,11.963816
30887,6.5374804
30888,7.7572412
30889,6.8292775
30890,20.353022
30891,8.750588
30892,5.2058573
30893,9.184673
30894,9.434074
30895,18.77156
30896,17.953646
30897,12.44009
30898,10.897211
30899,9.601047
30900,12.676419
30901,14.83712
30902,3.8455398
30903,12.014718
30904,6.0618615
30905,13.25655
30906,10.679726
30907,17.738235
30908,8.75572
30909,8.017614
30910,16.58152
30911,12.307405
30912,10.01861
30913,18.124601
30914,13.912071
30915,11.008629
30916,13.733248
30917,15.486106
30918,11.125368
30919,19.836866
30920,10.77985
30921,7.1080766
30922,4.716882
30923,9.162686
30924,3.6078372
30925,12.068642
30926,3.5678494
30927,14.872051
30928,4.788943
30929,11.244181
30930,17.257608
30931,14.777559
30932,11.526496
30933,8.377206
30934,11.808487
30935,9.608791
30936,4.3417015
30937,8.993483
30938,15.288974
30939,15.797721
30940,8.322791
30941,5.4610205
30942,12.6018715
30943,9.886992
30944,10.586651
30945,10.189742
30946,16.833685
30947,6.5387125
30948,8.814128
30949,9.866819
30950,16.55096
30951,9.178741
30952,13.250549
30953,13.031596
30954,21.942793
30955,11.460079
30956,10.895128
30957,9.381231
30958,14.154847
30959,10.917734
30960,13.310146
30961,11.481556
30962,13.529152
30963,21.212301
30964,13.723568
30965,9.568233
30966,8.255221
30967,12.183407
30968,14.012522
30969,10.847035
30970,11.019558
30971,16.068924
30972,10.244612
30973,12.894893
30974,5.4636574
30975,9.62347
30976,17.27728
30977,18.53211
30978,12.822935
30979,15.499222
30980,14.2818
30981,9.908845
30982,14.976505
30983,19.317331
30984,13.626421
30985,12.211952
30986,11.869282
30987,10.291074
30988,10.865244
30989,4.94091
30990,10.818247
30991,15.06596
30992,21.980291
30993,8.596157
30994,13.177038
30995,14.155642
30996,12.522446
30997,5.047229
30998,18.091696
30999,17.24525
31000,11.360687
31001,11.567212
31002,22.009663
31003,14.341049
31004,10.525188
31005,15.520566
31006,3.9290779
31007,10.004265
31008,14.055506
31009,9.845005
31010,10.294242
31011,10.315884
31012,7.90193
31013,5.935215
31014,3.543287
31015,11.0776
31016,14.909323
31017,15.376008
31018,7.788007
31019,16.326584
31020,4.483699
31021,13.661393
31022,3.3872373
31023,10.306217
31024,14.405985
31025,8.053722
31026,7.701108
31027,14.365437
31028,11.89002
31029,11.9249325
31030,12.669067
31031,5.8657866
31032,10.972187
31033,9.684904
31034,18.366312
31035,12.541306
31036,7.150769
31037,17.00062
31038,17.563395
31039,12.059586
31040,11.576947
31041,9.825384
31042,19.071218
31043,9.195417
31044,11.821828
31045,18.480581
31046,8.07614
31047,5.4536915
31048,6.3367777
31049,5.0908093
31050,5.8502173
31051,6.5905085
31052,5.505271
31053,10.59989
31054,6.6151013
31055,14.372435
31056,6.594908
31057,10.149206
31058,13.1090145
31059,11.6192045
31060,14.445141
31061,17.169083
31062,9.599932
31063,18.110453
31064,18.955246
31065,14.914806
31066,10.289843
31067,20.840067
31068,4.9630136
31069,19.656443
31070,14.021088
31071,13.024444
31072,17.355898
31073,14.303146
31074,10.632004
31075,16.30385
31076,7.4346533
31077,5.9592304
31078,16.047218
31079,10.232912
31080,17.083418
31081,11.294806
31082,13.583772
31083,14.444979
31084,3.9381602
31085,12.528326
31086,17.625982
31087,18.55677
31088,15.011198
31089,10.334637
31090,5.1268272
31091,15.406665
31092,14.790305
31093,18.294184
31094,20.446798
31095,5.119398
31096,15.64217
31097,4.462481
31098,14.044083
31099,8.496839
31100,5.0149555
31101,10.551377
31102,16.302294
31103,19.367426
31104,15.267229
31105,11.296188
31106,15.723572
31107,8.284031
31108,13.475851
31109,4.81227
31110,17.033907
31111,7.6400795
31112,12.806268
31113,9.488334
31114,7.9030848
31115,21.442616
31116,5.970294
31117,13.047109
31118,7.1240077
31119,4.059419
31120,16.562279
31121,4.5528812
31122,16.395798
31123,10.333353
31124,10.977052
31125,10.203496
31126,9.424696
31127,9.777571
31128,5.4209313
31129,14.153433
31130,17.480936
31131,16.300753
31132,3.6372085
31133,13.792086
31134,7.533153
31135,4.682825
31136,22.581804
31137,19.08683
31138,14.483575
31139,11.327986
31140,17.286486
31141,11.720152
31142,13.903076
31143,9.752407
31144,4.751752
31145,9.567612
31146,9.119141
31147,5.3451414
31148,14.328901
31149,13.146131
31150,13.73815
31151,16.186184
31152,12.890486
31153,17.26288
31154,16.697638
31155,5.0494018
31156,18.02102
31157,10.729439
31158,12.984973
31159,9.74611
31160,8.551709
31161,14.921027
31162,13.527208
31163,17.40121
31164,11.551525
31165,22.844053
31166,24.309383
31167,14.170012
31168,3.866732
31169,5.162183
31170,11.2027645
31171,12.216681
31172,15.087349
31173,19.43464
31174,10.295049
31175,20.81838
31176,22.422853
31177,11.326638
31178,11.101564
31179,10.244919
31180,16.063494
31181,11.013022
31182,11.47448
31183,10.291195
31184,8.205523
31185,11.973629
31186,3.812239
31187,14.653269
31188,11.477135
31189,9.682622
31190,8.216016
31191,15.394763
31192,10.771673
31193,8.122796
31194,5.7449574
31195,8.177836
31196,14.526403
31197,8.972947
31198,12.576189
31199,12.2295685
31200,14.700659
31201,12.905746
31202,4.345744
31203,8.527711
31204,12.729584
31205,5.4395304
31206,4.8341627
31207,7.146501
31208,12.234355
31209,19.28517
31210,13.264128
31211,11.589677
31212,9.422783
31213,11.884413
31214,18.959913
31215,11.607401
31216,11.3146925
31217,8.883378
31218,7.4128523
31219,16.450424
31220,16.902857
31221,12.81497
31222,12.89167
31223,6.32893
31224,9.790812
31225,11.724736
31226,12.024332
31227,20.96189
31228,11.003563
31229,7.7127805
31230,14.22058
31231,14.851294
31232,11.00366
31233,10.693179
31234,19.987717
31235,13.20223
31236,11.119748
31237,4.9012237
31238,9.163367
31239,13.588596
31240,9.634199
31241,15.410531
31242,16.367226
31243,19.902874
31244,19.287039
31245,14.796965
31246,12.42896
31247,6.9717665
31248,9.130481
31249,15.393667
31250,10.637562
31251,4.660681
31252,5.3521776
31253,10.374245
31254,17.512562
31255,15.682667
31256,15.814693
31257,12.021059
31258,14.860083
31259,4.7825174
31260,6.666176
31261,10.037434
31262,15.557223
31263,10.541183
31264,22.6864
31265,15.018066
31266,10.285406
31267,12.325567
31268,12.506079
31269,10.715887
31270,20.583286
31271,10.297981
31272,7.0438995
31273,7.106398
31274,5.9100714
31275,11.164269
31276,7.5750203
31277,20.862635
31278,8.804785
31279,9.623803
31280,14.7013445
31281,13.567759
31282,11.0276375
31283,11.350765
31284,10.705275
31285,9.91549
31286,9.558706
31287,12.527967
31288,14.584565
31289,14.863878
31290,7.727138
31291,17.25638
31292,4.9538355
31293,4.64863
31294,5.1621227
31295,19.643175
31296,10.679156
31297,13.740137
31298,11.095262
31299,9.1969185
31300,3.941253
31301,9.188883
31302,11.6172905
31303,12.778247
31304,14.611767
31305,8.034801
31306,8.935034
31307,5.6940575
31308,14.476334
31309,9.441821
31310,12.145178
31311,10.699251
31312,4.6368065
31313,14.286297
31314,5.0160203
31315,3.9280488
31316,12.41794
31317,11.70401
31318,12.944098
31319,12.595991
31320,12.820908
31321,11.673712
31322,4.040073
31323,12.379444
31324,10.943072
31325,17.394714
31326,9.780579
31327,8.367953
31328,11.951684
31329,4.014049
31330,8.901426
31331,10.050789
31332,14.653885
31333,12.293854
31334,12.596361
31335,9.838897
31336,8.149021
31337,9.398968
31338,10.7831545
31339,16.950476
31340,7.3793674
31341,10.2808275
31342,17.38183
31343,17.00919
31344,9.457767
31345,15.536776
31346,5.932621
31347,4.259295
31348,4.4012427
31349,12.573682
31350,14.285948
31351,12.030664
31352,25.76837
31353,4.570831
31354,13.0475445
31355,8.242116
31356,5.2260346
31357,10.95541
31358,16.276913
31359,9.800692
31360,10.941506
31361,3.3598735
31362,5.103149
31363,9.342339
31364,14.81991
31365,7.8522553
31366,8.100541
31367,4.8269815
31368,13.774992
31369,12.578888
31370,8.038586
31371,12.376966
31372,5.498435
31373,14.67671
31374,5.5475817
31375,11.6196
31376,7.8980255
31377,5.607128
31378,19.386972
31379,12.765936
31380,3.053904
31381,12.201639
31382,11.251149
31383,15.183316
31384,9.614977
31385,17.735212
31386,10.041973
31387,12.051376
31388,12.71608
31389,10.808927
31390,3.9479835
31391,4.979382
31392,11.598593
31393,16.834118
31394,10.700324
31395,9.229984
31396,6.895051
31397,16.47165
31398,14.226805
31399,14.232394
31400,15.127398
31401,10.711941
31402,16.999025
31403,8.590762
31404,9.186416
31405,12.67018
31406,12.190781
31407,10.649088
31408,13.562597
31409,10.382433
31410,10.536536
31411,15.880863
31412,10.7262335
31413,11.100922
31414,2.7703924
31415,8.523433
31416,7.8952637
31417,9.4923935
31418,12.255058
31419,11.290064
31420,10.315009
31421,7.9376545
31422,6.9607716
31423,14.308858
31424,10.578754
31425,14.988579
31426,10.453199
31427,18.69951
31428,15.980638
31429,20.531294
31430,14.018771
31431,20.192282
31432,5.918456
31433,16.368803
31434,19.773893
31435,5.6308336
31436,10.679293
31437,5.3229485
31438,4.303275
31439,11.560543
31440,12.4317875
31441,13.134646
31442,18.068285
31443,7.365008
31444,15.013614
31445,9.809947
31446,11.987751
31447,15.767687
31448,5.1504374
31449,10.819479
31450,5.643864
31451,4.702027
31452,8.321777
31453,20.953024
31454,14.819916
31455,12.352094
31456,11.667685
31457,5.566581
31458,11.1535
31459,5.3287935
31460,20.156012
31461,17.566225
31462,16.638786
31463,8.080692
31464,9.774115
31465,14.576337
31466,14.689225
31467,8.649633
31468,20.368357
31469,9.899082
31470,5.1681786
31471,20.280645
31472,10.3280325
31473,14.044077
31474,16.407972
31475,13.121445
31476,13.719373
31477,13.902304
31478,4.9168115
31479,7.459751
31480,16.57237
31481,5.569049
31482,9.771518
31483,14.193539
31484,13.042423
31485,14.157133
31486,9.695305
31487,11.283338
31488,12.607563
31489,18.550941
31490,10.69017
31491,6.3666987
31492,12.971061
31493,14.64073
31494,20.245272
31495,5.456485
31496,9.175941
31497,8.563203
31498,9.539322
31499,5.5219417
31500,7.375658
31501,12.321989
31502,18.685099
31503,17.451075
31504,11.224409
31505,13.797161
31506,15.331192
31507,9.580553
31508,15.140917
31509,19.135906
31510,11.45446
31511,11.206608
31512,20.861458
31513,9.87408
31514,19.093683
31515,14.3699465
31516,6.381732
31517,13.269331
31518,9.472605
31519,8.659889
31520,4.721241
31521,9.441105
31522,13.457288
31523,11.928375
31524,16.9737
31525,19.645037
31526,13.551006
31527,11.826586
31528,12.269575
31529,10.265915
31530,11.369755
31531,6.1035714
31532,13.269452
31533,8.843203
31534,8.456149
31535,12.557436
31536,11.048133
31537,13.789297
31538,9.567169
31539,4.424982
31540,14.397793
31541,13.839998
31542,14.496866
31543,4.0951414
31544,13.376204
31545,23.271734
31546,12.301914
31547,11.472478
31548,14.59601
31549,9.2970705
31550,7.548771
31551,8.114283
31552,18.936209
31553,10.039624
31554,9.316246
31555,3.9191132
31556,14.552276
31557,4.2294307
31558,14.430527
31559,8.330032
31560,10.779542
31561,7.64251
31562,11.655028
31563,12.000541
31564,3.130547
31565,5.244232
31566,18.419209
31567,15.936218
31568,19.542604
31569,12.224634
31570,18.0855
31571,21.604548
31572,5.596797
31573,12.276859
31574,5.4813733
31575,13.497875
31576,12.872082
31577,8.088795
31578,6.58701
31579,13.480704
31580,12.250923
31581,19.864954
31582,17.670675
31583,16.378464
31584,20.869389
31585,18.036642
31586,12.199742
31587,20.430346
31588,10.573187
31589,14.5817795
31590,7.215163
31591,10.24478
31592,6.5048833
31593,16.331297
31594,11.428157
31595,11.09614
31596,4.6850443
31597,4.18062
31598,10.723867
31599,10.554659
31600,7.751981
31601,13.988052
31602,10.378866
31603,16.248209
31604,15.572916
31605,4.665827
31606,16.850119
31607,8.694586
31608,11.3949375
31609,10.519165
31610,12.28277
31611,8.843708
31612,3.9110007
31613,13.12293
31614,8.056009
31615,8.079532
31616,11.016931
31617,17.31433
31618,14.332275
31619,13.202585
31620,11.516794
31621,9.122583
31622,5.294427
31623,12.866013
31624,7.2694507
31625,14.379741
31626,2.962145
31627,14.266414
31628,14.21505
31629,9.57233
31630,3.5598123
31631,13.705992
31632,10.27435
31633,5.3054757
31634,17.601679
31635,8.773976
31636,12.330793
31637,4.671608
31638,11.77784
31639,10.39003
31640,10.429502
31641,5.1486397
31642,3.99493
31643,17.145594
31644,14.528644
31645,20.274145
31646,4.734755
31647,15.657335
31648,6.972638
31649,7.5241804
31650,9.040763
31651,5.077345
31652,12.591572
31653,12.063168
31654,5.4483747
31655,11.663849
31656,6.036393
31657,10.902326
31658,4.6646867
31659,10.769311
31660,15.688701
31661,10.766781
31662,4.8445725
31663,2.8349562
31664,12.214535
31665,10.457663
31666,12.53661
31667,10.182985
31668,11.540352
31669,16.037374
31670,13.109759
31671,12.079227
31672,13.354687
31673,12.077318
31674,5.454973
31675,12.247129
31676,18.954428
31677,10.1215
31678,10.466211
31679,10.319752
31680,8.26924
31681,10.244421
31682,13.054152
31683,10.351137
31684,5.368291
31685,11.843275
31686,13.705859
31687,15.601065
31688,9.320141
31689,19.105099
31690,8.733654
31691,11.485404
31692,12.046925
31693,6.510045
31694,13.072074
31695,7.515981
31696,23.033043
31697,20.60158
31698,38.414505
31699,11.530495
31700,12.482266
31701,5.9980707
31702,13.8128605
31703,12.364149
31704,9.850283
31705,16.926191
31706,11.438101
31707,7.4480577
31708,19.69995
31709,19.115938
31710,16.53703
31711,11.6518135
31712,14.852629
31713,5.03363
31714,13.292164
31715,8.020404
31716,12.402555
31717,13.720134
31718,8.850393
31719,13.699267
31720,22.099844
31721,11.818833
31722,14.224206
31723,8.415931
31724,7.617702
31725,14.939602
31726,17.852596
31727,9.562241
31728,10.954716
31729,13.2985
31730,10.018495
31731,11.079801
31732,13.933926
31733,22.991005
31734,8.430575
31735,8.320313
31736,11.232298
31737,6.652236
31738,5.6051664
31739,10.646358
31740,9.952053
31741,13.20094
31742,11.092766
31743,7.0300274
31744,16.755533
31745,8.714938
31746,13.548958
31747,4.5828676
31748,5.0055943
31749,8.752329
31750,14.663318
31751,12.644016
31752,7.720824
31753,15.978782
31754,4.9937973
31755,9.281657
31756,12.80883
31757,4.7561274
31758,9.992455
31759,16.404934
31760,15.231869
31761,12.485502
31762,10.1120405
31763,8.493597
31764,10.697606
31765,5.186113
31766,17.476967
31767,14.714321
31768,13.251062
31769,12.501429
31770,11.717049
31771,11.473452
31772,8.597871
31773,14.148649
31774,16.856237
31775,9.336386
31776,12.443211
31777,10.340315
31778,13.132828
31779,11.18541
31780,17.577341
31781,14.4627905
31782,12.245541
31783,12.8700905
31784,12.884947
31785,8.811298
31786,8.86841
31787,12.205616
31788,5.1195874
31789,7.6399326
31790,11.726168
31791,12.901756
31792,5.032545
31793,15.116912
31794,12.508954
31795,14.496439
31796,7.5355434
31797,17.411123
31798,6.106251
31799,9.754972
31800,10.140044
31801,3.3113987
31802,17.052794
31803,11.050857
31804,4.768668
31805,10.698191
31806,12.747284
31807,18.947
31808,9.715799
31809,17.651487
31810,3.2405593
31811,9.690702
31812,4.903186
31813,11.579102
31814,12.8640785
31815,10.919338
31816,10.98901
31817,15.247422
31818,16.021727
31819,14.990716
31820,7.225139
31821,10.25178
31822,11.741503
31823,3.7218335
31824,13.5924
31825,12.680433
31826,11.030295
31827,10.719858
31828,17.444708
31829,4.671133
31830,10.584326
31831,9.198652
31832,17.237795
31833,9.781246
31834,14.903791
31835,13.672792
31836,7.087763
31837,9.104898
31838,4.0088716
31839,17.651228
31840,14.981818
31841,13.405319
31842,13.816789
31843,7.4797645
31844,7.9361186
31845,4.5673327
31846,10.117197
31847,17.545452
31848,4.6488075
31849,12.396825
31850,13.059573
31851,8.626416
31852,7.2956185
31853,8.22503
31854,11.436082
31855,11.130379
31856,12.459781
31857,16.009418
31858,12.290925
31859,6.004801
31860,11.9148445
31861,4.3333793
31862,8.386156
31863,7.848295
31864,13.010559
31865,4.7863235
31866,15.777313
31867,10.488234
31868,8.601967
31869,10.955486
31870,18.113066
31871,9.724177
31872,4.2295775
31873,11.449926
31874,4.7485485
31875,12.232275
31876,7.6565495
31877,9.276569
31878,10.978876
31879,24.101799
31880,11.666204
31881,10.880435
31882,12.821648
31883,11.625876
31884,11.199702
31885,18.20722
31886,6.0201845
31887,7.370717
31888,3.3430855
31889,15.280004
31890,11.417463
31891,13.727064
31892,4.7915297
31893,11.718546
31894,8.618184
31895,14.716956
31896,17.45299
31897,3.8557334
31898,12.421007
31899,12.023651
31900,13.438587
31901,2.702398
31902,9.426851
31903,13.559553
31904,10.145548
31905,8.781137
31906,7.269719
31907,10.560775
31908,11.825538
31909,13.865963
31910,22.11608
31911,17.984184
31912,7.291107
31913,14.340028
31914,5.732587
31915,5.8880134
31916,13.570506
31917,7.6184783
31918,8.596714
31919,9.362656
31920,9.589178
31921,15.214637
31922,8.781685
31923,9.080591
31924,15.392792
31925,6.3486557
31926,11.427086
31927,14.96689
31928,11.091344
31929,10.487425
31930,8.795261
31931,22.33364
31932,12.186449
31933,12.950937
31934,4.8602486
31935,13.81468
31936,10.119516
31937,9.84306
31938,12.988665
31939,11.209572
31940,13.099434
31941,20.08002
31942,7.0575733
31943,23.776651
31944,13.055763
31945,5.0094147
31946,11.14861
31947,10.78466
31948,11.391093
31949,13.695265
31950,11.032763
31951,4.148896
31952,14.432383
31953,10.780434
31954,11.257009
31955,24.772291
31956,6.1229715
31957,11.544926
31958,7.861544
31959,16.818888
31960,14.387519
31961,12.183868
31962,12.631523
31963,20.411844
31964,11.964569
31965,13.09423
31966,12.336768
31967,12.572659
31968,15.959563
31969,3.8625534
31970,10.265508
31971,13.509849
31972,7.8083153
31973,8.519236
31974,8.159389
31975,16.244808
31976,4.4928584
31977,9.146168
31978,10.846271
31979,4.0522633
31980,11.478507
31981,7.8337927
31982,18.953459
31983,2.862736
31984,9.728537
31985,4.9940987
31986,10.070477
31987,11.893284
31988,20.480509
31989,9.467935
31990,11.114912
31991,13.716494
31992,16.357382
31993,4.5164905
31994,21.192091
31995,19.494127
31996,13.473457
31997,11.251249
31998,6.9275618
31999,10.906807
32000,9.967661
32001,7.223913
32002,10.106551
32003,11.135487
32004,13.39332
32005,21.325047
32006,15.200203
32007,11.542561
32008,6.7550144
32009,11.119713
32010,13.3077545
32011,9.902248
32012,13.620158
32013,18.451944
32014,10.424385
32015,12.206368
32016,10.829395
32017,17.991365
32018,10.862131
32019,14.01341
32020,9.632889
32021,7.335041
32022,6.9422083
32023,17.610945
32024,10.602817
32025,10.2432375
32026,4.5825496
32027,14.257905
32028,11.220676
32029,14.092975
32030,20.290335
32031,12.754863
32032,6.9040823
32033,11.898342
32034,12.54413
32035,6.913073
32036,9.804219
32037,14.871099
32038,16.459038
32039,7.3813014
32040,14.218951
32041,11.546224
32042,15.843621
32043,10.943674
32044,12.683782
32045,17.470778
32046,11.269035
32047,12.191624
32048,9.0689745
32049,10.134356
32050,7.726939
32051,20.86989
32052,11.503851
32053,12.592567
32054,8.080456
32055,8.573046
32056,14.277716
32057,13.984117
32058,10.721068
32059,22.486065
32060,7.2371554
32061,12.111643
32062,11.505455
32063,9.703866
32064,18.8609
32065,10.724043
32066,11.16394
32067,8.126968
32068,22.074923
32069,13.408316
32070,4.4663367
32071,17.35111
32072,11.044638
32073,11.307601
32074,6.2280626
32075,11.233086
32076,4.3469133
32077,22.123976
32078,11.975962
32079,4.4369993
32080,23.593348
32081,9.660304
32082,14.371733
32083,11.5157385
32084,10.857752
32085,11.437786
32086,3.3338895
32087,7.0452404
32088,9.386482
32089,11.261679
32090,2.7471316
32091,10.54879
32092,15.227377
32093,13.479685
32094,6.7881665
32095,5.977894
32096,13.825726
32097,16.10233
32098,13.091287
32099,13.187124
32100,4.4190464
32101,5.8047433
32102,17.60681
32103,4.712303
32104,10.611931
32105,13.039228
32106,12.432571
32107,19.655952
32108,10.627273
32109,17.927526
32110,9.824587
32111,14.333866
32112,13.486397
32113,9.676861
32114,10.75927
32115,14.593505
32116,11.226778
32117,4.2246337
32118,22.210669
32119,7.3071733
32120,8.718046
32121,15.1257105
32122,14.06213
32123,16.660173
32124,12.425732
32125,20.013227
32126,10.256977
32127,9.107182
32128,13.049559
32129,4.5327544
32130,5.281189
32131,5.002654
32132,8.371253
32133,8.5534525
32134,13.176713
32135,10.802332
32136,8.9469795
32137,28.74482
32138,5.4582906
32139,10.170086
