,best_NN_score_alpha1_tr
29563,4.8208623
29564,4.8350506
29565,11.476192
29566,4.0680394
29567,9.580896
29568,4.249601
29569,9.608497
29570,16.332151
29571,5.946233
29572,12.208116
29573,5.805835
29574,10.344452
29575,16.406725
29576,12.456193
29577,5.9932704
29578,7.590288
29579,5.068717
29580,7.487128
29581,4.258963
29582,11.2317295
29583,4.604405
29584,9.674466
29585,17.478914
29586,10.982233
29587,10.083547
29588,5.2546773
29589,12.461035
29590,3.6874847
29591,21.711142
29592,2.8627212
29593,8.982895
29594,3.7507975
29595,14.102999
29596,9.421509
29597,8.300087
29598,14.117442
29599,14.496467
29600,4.139115
29601,8.689904
29602,4.3874025
29603,16.918169
29604,17.331312
29605,10.789031
29606,10.942948
29607,9.06234
29608,10.830362
29609,12.109146
29610,3.4780414
29611,11.386156
29612,6.9754357
29613,16.663229
29614,9.674786
29615,4.9142075
29616,11.647812
29617,2.2728982
29618,5.7392697
29619,8.852779
29620,9.692491
29621,10.3209505
29622,4.29013
29623,5.5969663
29624,13.642578
29625,17.605303
29626,8.241937
29627,10.584957
29628,7.049599
29629,8.870768
29630,16.293112
29631,3.7186584
29632,5.886264
29633,4.069376
29634,9.062441
29635,3.223935
29636,13.003387
29637,9.176249
29638,13.471767
29639,15.979319
29640,13.667413
29641,16.099154
29642,9.383056
29643,10.248355
29644,18.049864
29645,11.571098
29646,5.476404
29647,6.9801226
29648,8.601723
29649,10.777062
29650,9.218546
29651,7.8593645
29652,9.471582
29653,5.2080226
29654,10.649591
29655,16.439165
29656,10.054743
29657,6.4250994
29658,8.533593
29659,7.9353237
29660,8.709353
29661,10.381261
29662,13.365076
29663,9.188678
29664,11.600082
29665,8.643951
29666,17.919237
29667,5.649578
29668,18.68871
29669,7.818372
29670,4.939686
29671,10.439085
29672,9.302546
29673,5.395036
29674,6.619475
29675,9.055803
29676,16.397682
29677,11.690841
29678,6.6550217
29679,7.108737
29680,10.733731
29681,9.1540165
29682,13.631512
29683,12.263964
29684,9.459618
29685,11.3398075
29686,4.407914
29687,6.5365667
29688,10.028564
29689,12.855982
29690,12.386526
29691,7.9158697
29692,12.434098
29693,11.921771
29694,4.8388257
29695,7.8105626
29696,10.542746
29697,3.916986
29698,5.4504457
29699,7.8332615
29700,12.585541
29701,10.289262
29702,12.141467
29703,18.305471
29704,9.51905
29705,12.209258
29706,11.457292
29707,8.779188
29708,15.218395
29709,10.703054
29710,11.191592
29711,9.73036
29712,3.6909854
29713,17.018606
29714,9.175121
29715,13.816015
29716,14.73618
29717,7.2288394
29718,6.315608
29719,13.592846
29720,9.192179
29721,8.648758
29722,11.099445
29723,11.283063
29724,12.104544
29725,6.882023
29726,17.854868
29727,10.229662
29728,5.7873125
29729,15.649994
29730,18.344606
29731,3.9188733
29732,8.763479
29733,4.115839
29734,8.4766865
29735,19.315939
29736,2.874335
29737,9.517174
29738,14.5121155
29739,12.1224785
29740,6.381879
29741,7.5465937
29742,4.7113647
29743,8.959628
29744,16.401577
29745,9.02182
29746,10.301891
29747,9.930769
29748,9.497476
29749,5.3272533
29750,8.008299
29751,8.465809
29752,10.244913
29753,8.885964
29754,9.608249
29755,7.673791
29756,16.242142
29757,12.016099
29758,9.620661
29759,11.555834
29760,10.545498
29761,8.989058
29762,8.409665
29763,2.1815753
29764,11.132281
29765,17.469196
29766,8.913782
29767,8.946838
29768,9.430151
29769,9.816381
29770,12.08213
29771,14.461734
29772,16.221207
29773,4.641934
29774,12.008308
29775,12.448616
29776,9.214795
29777,12.747616
29778,18.402895
29779,17.39229
29780,11.386128
29781,11.569714
29782,7.107025
29783,14.997611
29784,13.974974
29785,9.661497
29786,4.670128
29787,13.787605
29788,10.301753
29789,10.117298
29790,9.873085
29791,8.149046
29792,10.889365
29793,8.270373
29794,5.1620226
29795,16.819897
29796,13.06836
29797,11.034088
29798,7.8957663
29799,12.948942
29800,13.314851
29801,14.875324
29802,12.019441
29803,11.960351
29804,12.313899
29805,3.1182792
29806,4.668104
29807,13.860674
29808,9.001594
29809,9.367352
29810,9.686653
29811,13.179638
29812,4.190617
29813,11.792795
29814,13.031892
29815,11.909508
29816,10.166499
29817,9.264133
29818,12.408161
29819,26.090883
29820,5.891409
29821,11.7435665
29822,13.180632
29823,7.1616287
29824,7.63675
29825,16.330858
29826,3.673957
29827,5.817886
29828,12.870855
29829,6.884113
29830,3.9073694
29831,9.348293
29832,8.819053
29833,4.2432065
29834,12.173113
29835,14.051332
29836,12.217819
29837,10.196722
29838,5.902028
29839,5.000022
29840,11.54347
29841,15.4179
29842,5.6933765
29843,13.54409
29844,5.123655
29845,8.9942
29846,11.376524
29847,8.402621
29848,10.908103
29849,9.857584
29850,11.750694
29851,11.948265
29852,9.687019
29853,9.810141
29854,7.2363453
29855,14.963364
29856,13.503122
29857,10.749865
29858,8.706672
29859,8.892999
29860,9.794406
29861,16.124125
29862,7.331436
29863,14.708769
29864,10.241734
29865,11.615497
29866,17.335905
29867,10.596826
29868,3.9736276
29869,9.225215
29870,12.755423
29871,10.807101
29872,6.4040537
29873,13.228067
29874,14.339858
29875,4.9837265
29876,13.106285
29877,4.0774913
29878,11.211494
29879,11.621361
29880,10.626778
29881,9.881534
29882,15.184402
29883,22.380632
29884,4.8592777
29885,17.593214
29886,18.398363
29887,11.403872
29888,12.157158
29889,7.594249
29890,3.3184216
29891,8.033318
29892,15.674806
29893,10.12335
29894,10.974049
29895,6.243674
29896,9.923218
29897,7.384432
29898,14.7778225
29899,9.964014
29900,8.582746
29901,4.2808523
29902,12.954294
29903,13.2775955
29904,4.067064
29905,12.508736
29906,3.2833002
29907,8.786957
29908,4.034116
29909,16.5935
29910,10.327602
29911,9.87869
29912,3.138312
29913,10.719212
29914,2.339808
29915,8.242694
29916,10.994156
29917,13.2778225
29918,9.389502
29919,12.835368
29920,9.057187
29921,15.000318
29922,13.44404
29923,15.846144
29924,9.455547
29925,14.64321
29926,11.78914
29927,9.535389
29928,10.051468
29929,7.922495
29930,3.7942698
29931,12.5180435
29932,15.0454
29933,12.429642
29934,8.751528
29935,4.317796
29936,10.612739
29937,15.710837
29938,5.8829155
29939,10.723333
29940,15.940021
29941,18.600866
29942,9.697809
29943,8.048632
29944,3.7545564
29945,15.906615
29946,9.710369
29947,16.238577
29948,12.489918
29949,7.8963847
29950,4.5330667
29951,4.777686
29952,13.241146
29953,9.962608
29954,14.811983
29955,9.781112
29956,13.426801
29957,5.6926517
29958,7.2927217
29959,3.3758833
29960,11.925647
29961,11.687909
29962,5.5560513
29963,16.570488
29964,10.152283
29965,5.7910485
29966,7.1246023
29967,8.966419
29968,13.994602
29969,12.080231
29970,7.5900016
29971,21.617367
29972,15.9357395
29973,11.446176
29974,10.392977
29975,3.9899225
29976,10.479742
29977,13.4670925
29978,16.63291
29979,4.3976173
29980,7.3569036
29981,5.0805206
29982,5.754627
29983,16.676298
29984,8.375795
29985,4.5254827
29986,9.671259
29987,4.071247
29988,8.883497
29989,9.5252495
29990,12.712866
29991,18.360376
29992,10.231519
29993,3.7023869
29994,18.615744
29995,7.6655297
29996,4.747663
29997,10.31196
29998,10.2484665
29999,15.164326
30000,15.65578
30001,8.905408
30002,13.074169
30003,15.639328
30004,12.630821
30005,9.242521
30006,16.909405
30007,12.710939
30008,3.685459
30009,11.558969
30010,12.732939
30011,8.143279
30012,11.064526
30013,10.110729
30014,8.448658
30015,9.748496
30016,10.519201
30017,7.233409
30018,10.900195
30019,10.908546
30020,11.128252
30021,8.52388
30022,4.1286325
30023,4.7724795
30024,6.6654882
30025,15.405533
30026,10.03144
30027,9.211865
30028,13.574503
30029,9.940404
30030,4.392865
30031,8.920641
30032,11.668835
30033,13.587349
30034,18.779795
30035,9.287354
30036,13.096447
30037,13.665142
30038,4.481502
30039,7.041782
30040,9.633688
30041,9.931963
30042,11.530039
30043,13.186888
30044,17.753763
30045,4.995488
30046,5.09744
30047,8.706894
30048,8.978518
30049,14.234461
30050,12.712095
30051,8.814627
30052,11.822465
30053,13.712935
30054,12.244025
30055,11.988189
30056,9.104767
30057,9.377524
30058,17.614784
30059,9.1341305
30060,3.8791711
30061,8.650568
30062,4.7688603
30063,9.449635
30064,10.539837
30065,14.101042
30066,5.899367
30067,15.062017
30068,11.562792
30069,4.467771
30070,9.734367
30071,12.254374
30072,14.4558
30073,13.465708
30074,10.872335
30075,14.736331
30076,8.481594
30077,8.964207
30078,13.018567
30079,15.989127
30080,10.976472
30081,9.550854
30082,7.5594454
30083,18.061369
30084,6.6949096
30085,8.855291
30086,11.795626
30087,4.7291255
30088,12.580961
30089,9.740904
30090,13.248219
30091,4.675073
30092,16.163464
30093,2.8495817
30094,17.246935
30095,14.100327
30096,19.396376
30097,9.134983
30098,10.450585
30099,4.590799
30100,8.933939
30101,10.838457
30102,6.350509
30103,15.804452
30104,7.592935
30105,12.006184
30106,8.137232
30107,17.945902
30108,25.27226
30109,4.587921
30110,7.281763
30111,6.369956
30112,9.786669
30113,10.49247
30114,12.393857
30115,11.636373
30116,4.9089127
30117,11.479792
30118,3.1528742
30119,8.776848
30120,10.522468
30121,4.0707273
30122,16.143288
30123,5.5174074
30124,4.2377887
30125,15.508133
30126,8.330622
30127,8.853961
30128,11.897879
30129,18.318144
30130,7.255245
30131,4.5866003
30132,11.617666
30133,7.5678015
30134,3.990747
30135,7.894038
30136,11.0413
30137,9.584205
30138,10.8810005
30139,14.945099
30140,5.1151648
30141,15.101767
30142,4.2350245
30143,22.078577
30144,14.211834
30145,7.796048
30146,7.582569
30147,10.118573
30148,11.096365
30149,11.972303
30150,11.807222
30151,10.987861
30152,15.375683
30153,13.718493
30154,12.268734
30155,15.939938
30156,17.484102
30157,9.6411705
30158,9.447655
30159,12.8413315
30160,14.261618
30161,12.217657
30162,7.7975273
30163,18.89234
30164,5.186448
30165,9.0951805
30166,3.2391
30167,4.624656
30168,4.945997
30169,12.249106
30170,13.601192
30171,3.822724
30172,13.331128
30173,17.286894
30174,16.259264
30175,12.711905
30176,7.004389
30177,13.159079
30178,13.253725
30179,11.941587
30180,3.8211102
30181,10.96761
30182,10.649875
30183,9.714281
30184,9.678113
30185,11.229074
30186,10.53146
30187,2.7178
30188,6.584681
30189,9.297985
30190,12.49612
30191,8.000618
30192,10.405756
30193,10.126432
30194,17.734175
30195,11.920514
30196,4.933214
30197,13.580423
30198,15.375041
30199,16.83766
30200,14.289766
30201,9.692091
30202,13.425802
30203,9.517157
30204,3.548669
30205,17.686838
30206,8.21414
30207,8.806883
30208,9.709076
30209,10.035755
30210,14.6314335
30211,12.806515
30212,9.856056
30213,12.850362
30214,13.261327
30215,11.925596
30216,4.5403533
30217,9.850669
30218,7.5957403
30219,13.005871
30220,9.8295765
30221,12.726884
30222,8.21365
30223,9.91802
30224,8.464433
30225,4.83558
30226,11.650972
30227,12.335308
30228,4.402118
30229,16.073456
30230,4.2255783
30231,9.947687
30232,9.18408
30233,10.856163
30234,10.935876
30235,15.528759
30236,4.4865227
30237,15.489586
30238,8.121833
30239,4.7709
30240,9.559675
30241,13.406032
30242,12.800323
30243,8.809317
30244,10.853998
30245,13.355265
30246,8.93816
30247,15.918208
30248,4.6281776
30249,16.334215
30250,14.760564
30251,8.198691
30252,8.918743
30253,13.619192
30254,11.292726
30255,11.00678
30256,7.0836363
30257,11.787716
30258,15.647101
30259,11.316049
30260,13.148806
30261,13.6060915
30262,5.1086035
30263,9.023748
30264,6.72037
30265,12.2382
30266,10.713121
30267,14.439228
30268,8.320535
30269,12.53788
30270,11.179771
30271,12.502196
30272,11.303707
30273,5.1379356
30274,9.036183
30275,16.179554
30276,8.715652
30277,14.824876
30278,8.565317
30279,12.553695
30280,11.106091
30281,6.12099
30282,28.816269
30283,15.488363
30284,15.653324
30285,8.147423
30286,10.749825
30287,17.792702
30288,3.428659
30289,8.905529
30290,9.37958
30291,4.129886
30292,4.3483515
30293,10.122789
30294,17.98588
30295,12.716475
30296,9.120773
30297,8.803261
30298,9.80326
30299,12.868416
30300,15.056416
30301,10.156756
30302,9.400324
30303,11.155781
30304,8.832212
30305,17.835749
30306,12.045998
30307,4.6283655
30308,8.068873
30309,3.884463
30310,9.5414505
30311,9.685255
30312,12.961469
30313,11.361332
30314,9.248093
30315,12.596407
30316,8.721619
30317,8.4833765
30318,8.106301
30319,4.15949
30320,9.821432
30321,16.775087
30322,3.896735
30323,16.730566
30324,6.0893474
30325,9.391138
30326,13.081205
30327,9.622103
30328,9.8439865
30329,10.294737
30330,8.354635
30331,9.449562
30332,3.8632996
30333,12.638137
30334,18.861822
30335,17.941107
30336,5.045375
30337,9.637266
30338,12.791468
30339,14.875269
30340,5.4772224
30341,12.251754
30342,9.140858
30343,8.072837
30344,16.568432
30345,11.1618805
30346,6.625015
30347,7.0476484
30348,10.942218
30349,4.7556405
30350,9.473424
30351,10.518519
30352,14.1681385
30353,10.799377
30354,11.273682
30355,11.017405
30356,9.129774
30357,9.206262
30358,4.804117
30359,4.756448
30360,4.625184
30361,13.8074
30362,7.676853
30363,4.936574
30364,10.026715
30365,3.9457314
30366,5.6063128
30367,9.291422
30368,13.317915
30369,3.9825685
30370,6.3046093
30371,13.405195
30372,13.427959
30373,9.116867
30374,7.65062
30375,4.3597755
30376,10.4415245
30377,7.5681167
30378,11.629849
30379,6.194256
30380,8.131526
30381,9.521537
30382,11.455909
30383,7.7190123
30384,13.606859
30385,6.929998
30386,10.1796
30387,9.850401
30388,13.011921
30389,10.273162
30390,8.24007
30391,8.965986
30392,10.183924
30393,13.82089
30394,15.886786
30395,13.31633
30396,15.378911
30397,10.099742
30398,10.031472
30399,8.902333
30400,8.775065
30401,12.56929
30402,4.9423103
30403,9.545446
30404,15.68174
30405,15.681532
30406,12.490971
30407,9.839302
30408,8.919239
30409,4.707386
30410,4.1657515
30411,8.913119
30412,16.070826
30413,8.046908
30414,11.789804
30415,4.624456
30416,4.4902434
30417,4.605981
30418,13.196669
30419,9.010559
30420,4.871336
30421,10.882267
30422,3.5991678
30423,10.6914425
30424,16.665108
30425,11.466341
30426,9.916184
30427,18.140978
30428,11.710795
30429,10.927472
30430,12.247549
30431,11.562336
30432,12.185037
30433,3.486018
30434,14.506994
30435,6.475802
30436,11.383351
30437,9.869557
30438,10.0276375
30439,18.990189
30440,18.179113
30441,13.26385
30442,18.002623
30443,9.2494955
30444,15.182459
30445,8.2761545
30446,12.4709635
30447,9.691704
30448,11.830241
30449,10.37307
30450,4.4735107
30451,15.964256
30452,11.849224
30453,13.660511
30454,10.438537
30455,12.647291
30456,6.521566
30457,19.306303
30458,13.369459
30459,13.233063
30460,11.228947
30461,4.542391
30462,12.564018
30463,11.440129
30464,4.608758
30465,6.1547604
30466,6.744067
30467,13.120899
30468,9.685965
30469,4.92937
30470,4.3982677
30471,10.021178
30472,9.36371
30473,11.554725
30474,12.8388
30475,9.687262
30476,4.1564054
30477,13.096279
30478,9.306406
30479,10.771767
30480,9.851292
30481,4.622313
30482,3.4803846
30483,10.509281
30484,9.462736
30485,11.034187
30486,9.425764
30487,10.958607
30488,18.320868
30489,3.7797368
30490,10.727969
30491,15.593382
30492,9.749868
30493,9.404938
30494,7.5835733
30495,8.870724
30496,15.79727
30497,10.07114
30498,9.976049
30499,10.529736
30500,12.656118
30501,4.5630884
30502,10.907323
30503,9.158942
30504,8.935226
30505,8.202337
30506,7.6919885
30507,13.319377
30508,12.649902
30509,10.685036
30510,14.160279
30511,8.245575
30512,10.720774
30513,8.835371
30514,9.611814
30515,21.960497
30516,4.485372
30517,10.991515
30518,7.216869
30519,7.448799
30520,12.361993
30521,17.339193
30522,8.324543
30523,9.101351
30524,12.544757
30525,7.9097915
30526,12.914591
30527,9.375185
30528,4.990531
30529,13.232403
30530,10.43236
30531,7.1109467
30532,7.7313056
30533,4.6030025
30534,5.086238
30535,10.54612
30536,19.425753
30537,9.284196
30538,14.396555
30539,10.811066
30540,9.27018
30541,11.291445
30542,8.350711
30543,10.835163
30544,7.4689856
30545,7.2226295
30546,4.885508
30547,10.852206
30548,10.397131
30549,6.527365
30550,8.414132
30551,4.5256433
30552,10.52709
30553,8.27029
30554,13.611506
30555,10.856972
30556,5.804864
30557,10.93351
30558,18.204908
30559,10.211314
30560,9.634166
30561,7.7119875
30562,4.726032
30563,8.756334
30564,6.998105
30565,13.4347515
30566,12.934595
30567,16.913322
30568,13.796285
30569,6.9509964
30570,14.153818
30571,10.896385
30572,12.385164
30573,10.133308
30574,5.811144
30575,8.954463
30576,12.071038
30577,7.817089
30578,18.013453
30579,11.5083
30580,8.021473
30581,7.590489
30582,12.148443
30583,15.23056
30584,10.992854
30585,11.109591
30586,7.9548674
30587,8.316322
30588,9.744168
30589,11.753019
30590,4.092418
30591,8.668688
30592,10.327087
30593,9.789076
30594,8.231733
30595,13.236293
30596,10.870189
30597,6.460343
30598,4.796837
30599,17.39676
30600,4.3644586
30601,10.091869
30602,4.1014676
30603,16.878271
30604,20.87057
30605,10.065964
30606,13.589699
30607,16.614191
30608,5.2008924
30609,7.595499
30610,3.9101193
30611,13.442612
30612,8.073399
30613,9.1348715
30614,3.3245027
30615,13.246389
30616,12.689277
30617,16.160418
30618,9.683392
30619,13.969221
30620,12.907679
30621,2.8093832
30622,12.989023
30623,12.472481
30624,10.284692
30625,7.4014378
30626,10.642824
30627,16.94956
30628,9.933217
30629,11.8195
30630,8.993953
30631,3.7924278
30632,9.781873
30633,4.9409003
30634,10.611454
30635,8.387511
30636,11.43503
30637,8.685291
30638,4.5316257
30639,10.985881
30640,14.988384
30641,10.941111
30642,12.578508
30643,5.740654
30644,15.740509
30645,9.651969
30646,9.386082
30647,9.468534
30648,15.924004
30649,17.817661
30650,8.909597
30651,11.582756
30652,10.679568
30653,9.220716
30654,13.185314
30655,13.514044
30656,13.729197
30657,14.442345
30658,9.131433
30659,10.533689
30660,9.461626
30661,13.472874
30662,8.5543995
30663,10.315338
30664,13.217726
30665,10.367004
30666,7.827187
30667,17.653473
30668,15.206757
30669,11.266226
30670,11.8403015
30671,13.270674
30672,2.4637046
30673,14.187578
30674,4.4446483
30675,7.269627
30676,9.090081
30677,16.625322
30678,8.3187275
30679,14.18763
30680,12.288012
30681,13.05527
30682,9.228624
30683,11.104446
30684,5.384328
30685,13.312167
30686,11.243784
30687,13.035475
30688,8.909106
30689,9.045662
30690,3.9175494
30691,6.2861366
30692,11.329982
30693,17.788403
30694,16.506197
30695,10.913789
30696,8.473595
30697,12.463857
30698,7.264906
30699,9.598181
30700,12.410208
30701,3.8133376
30702,16.370625
30703,12.731758
30704,10.249523
30705,10.011494
30706,10.409994
30707,8.30745
30708,4.7860365
30709,9.056728
30710,9.111429
30711,8.404735
30712,11.542706
30713,6.7517347
30714,10.422341
30715,9.353059
30716,11.27869
30717,13.794844
30718,12.969107
30719,11.63688
30720,8.750248
30721,10.119366
30722,3.720012
30723,14.10407
30724,11.440548
30725,9.802799
30726,8.426755
30727,13.96113
30728,3.7016213
30729,9.646725
30730,6.7618904
30731,5.840232
30732,5.728492
30733,10.947287
30734,7.478773
30735,13.603619
30736,9.938989
30737,8.525221
30738,9.610254
30739,7.3986206
30740,12.249098
30741,10.001055
30742,12.528027
30743,9.261211
30744,13.938896
30745,8.47144
30746,7.691194
30747,8.303967
30748,9.757619
30749,8.622851
30750,4.652615
30751,5.1614585
30752,12.642666
30753,15.386964
30754,10.698339
30755,12.068033
30756,9.713513
30757,2.6712966
30758,11.546923
30759,4.660781
30760,7.511302
30761,10.217172
30762,12.296669
30763,3.7388704
30764,7.1928415
30765,15.385706
30766,12.062691
30767,3.7570088
30768,14.712433
30769,12.727789
30770,12.45458
30771,14.429049
30772,11.992385
30773,6.7269144
30774,11.414013
30775,10.738699
30776,7.337813
30777,8.947292
30778,9.486445
30779,3.6108606
30780,4.089012
30781,12.794604
30782,13.415428
30783,10.936256
30784,13.093029
30785,14.311579
30786,3.515767
30787,13.511907
30788,8.598066
30789,11.281015
30790,17.996302
30791,9.725443
30792,11.322638
30793,10.132635
30794,4.867647
30795,12.4808655
30796,13.698044
30797,4.2051272
30798,11.630665
30799,11.948162
30800,8.252437
30801,4.1538763
30802,14.474021
30803,6.4338164
30804,4.2391386
30805,8.696627
30806,5.795768
30807,14.350085
30808,11.612207
30809,16.813635
30810,12.912818
30811,5.249255
30812,9.860955
30813,11.396512
30814,6.4200516
30815,8.709738
30816,9.029661
30817,10.571982
30818,10.133311
30819,16.789837
30820,14.245428
30821,6.633587
30822,11.253662
30823,7.033357
30824,4.163387
30825,12.568588
30826,11.11605
30827,16.155928
30828,9.953035
30829,7.3616543
30830,6.451603
30831,7.5103087
30832,4.03855
30833,9.706019
30834,9.52464
30835,9.897261
30836,6.2497573
30837,17.797886
30838,9.249501
30839,7.306063
30840,7.1682653
30841,3.8372736
30842,13.7978525
30843,4.7641053
30844,14.114492
30845,10.191744
30846,11.3270235
30847,15.360808
30848,10.712846
30849,3.7031677
30850,9.111759
30851,20.558348
30852,9.588047
30853,8.738264
30854,14.814986
30855,7.4527884
30856,11.514271
30857,16.166061
30858,8.329801
30859,8.734224
30860,15.222231
30861,14.161469
30862,3.799897
30863,13.321381
30864,4.025919
30865,11.326241
30866,8.217292
30867,10.81476
30868,6.7734513
30869,13.886435
30870,9.795626
30871,11.711516
30872,11.705954
30873,9.473232
30874,11.160684
30875,13.678476
30876,7.2258224
30877,16.977747
30878,11.373191
30879,6.132557
30880,7.285494
30881,12.63364
30882,7.407933
30883,16.36887
30884,16.644007
30885,7.093727
30886,9.526007
30887,5.8011613
30888,7.23995
30889,6.1587934
30890,17.133879
30891,8.469437
30892,4.9817123
30893,8.73586
30894,8.924347
30895,15.647104
30896,14.826355
30897,10.9850235
30898,9.488546
30899,8.495561
30900,11.056159
30901,12.184022
30902,3.479594
30903,10.597496
30904,4.9278946
30905,11.597317
30906,9.618588
30907,15.856082
30908,7.8489513
30909,7.426303
30910,13.195665
30911,11.332905
30912,9.244479
30913,15.458616
30914,11.222135
30915,10.135704
30916,12.621416
30917,14.13734
30918,9.721806
30919,17.644682
30920,9.901527
30921,6.4129133
30922,3.9763608
30923,8.438665
30924,3.3954062
30925,11.122654
30926,3.3330557
30927,12.6589775
30928,4.290273
30929,10.2548275
30930,14.296093
30931,12.80032
30932,10.103574
30933,7.678927
30934,11.182604
30935,9.02288
30936,3.8422983
30937,8.766019
30938,13.71744
30939,14.224487
30940,8.433702
30941,4.872912
30942,11.608799
30943,9.207698
30944,9.309829
30945,9.279995
30946,14.705328
30947,5.446801
30948,8.193841
30949,9.157572
30950,14.235708
30951,7.4968824
30952,10.976868
30953,11.373826
30954,18.643862
30955,9.279914
30956,9.956057
30957,8.72986
30958,12.300057
30959,8.749064
30960,11.547543
30961,10.887607
30962,12.648058
30963,17.754126
30964,12.174704
30965,8.840955
30966,7.6490784
30967,10.730345
30968,12.41662
30969,9.871849
30970,9.735317
30971,13.095914
30972,9.306477
30973,10.950853
30974,5.0415726
30975,8.544262
30976,14.030056
30977,15.7418995
30978,11.60737
30979,13.957483
30980,13.115412
30981,8.811564
30982,12.736599
30983,16.3227
30984,12.468252
30985,11.097006
30986,10.929371
30987,9.46834
30988,9.060747
30989,4.389892
30990,9.711639
30991,13.007917
30992,19.886175
30993,7.9488235
30994,11.749905
30995,12.877424
30996,11.328984
30997,4.594261
30998,15.621896
30999,15.344154
31000,10.417627
31001,10.405408
31002,18.423166
31003,12.596942
31004,9.359444
31005,12.923288
31006,3.9473493
31007,8.811367
31008,12.205156
31009,8.685304
31010,9.291819
31011,9.244011
31012,6.9636793
31013,5.3461695
31014,3.349162
31015,9.896156
31016,13.122678
31017,13.215067
31018,7.4442415
31019,13.596938
31020,4.247487
31021,12.261625
31022,3.0847723
31023,9.398296
31024,12.717545
31025,6.709438
31026,6.583728
31027,12.522951
31028,10.921988
31029,10.80601
31030,11.295149
31031,5.213678
31032,9.508513
31033,8.60381
31034,15.610164
31035,11.079535
31036,6.6756406
31037,14.183052
31038,15.523352
31039,10.7986765
31040,10.467609
31041,8.844078
31042,16.880781
31043,8.688762
31044,10.399422
31045,16.707201
31046,7.5173044
31047,5.0065374
31048,5.921523
31049,4.940707
31050,5.3602285
31051,5.9158263
31052,5.0908203
31053,9.379093
31054,5.6682954
31055,12.944809
31056,6.0819216
31057,9.150606
31058,12.108417
31059,10.748665
31060,13.072094
31061,15.075123
31062,8.157712
31063,15.245863
31064,16.146267
31065,13.388002
31066,9.301748
31067,17.125427
31068,4.733085
31069,17.282396
31070,12.789892
31071,12.112743
31072,15.13384
31073,12.628656
31074,9.149735
31075,14.461407
31076,7.2505417
31077,5.2307897
31078,14.256509
31079,9.310347
31080,15.234247
31081,9.863615
31082,12.241565
31083,13.0318165
31084,3.744228
31085,10.76598
31086,14.861152
31087,16.264359
31088,13.743131
31089,8.616692
31090,4.8809233
31091,12.88933
31092,13.143798
31093,15.79377
31094,18.071018
31095,4.6219954
31096,13.154897
31097,4.1492405
31098,12.079311
31099,7.5357766
31100,4.4879036
31101,9.215455
31102,15.050556
31103,16.992563
31104,13.328572
31105,10.455271
31106,13.566919
31107,7.594183
31108,12.348455
31109,4.5120363
31110,13.737116
31111,6.877544
31112,11.430109
31113,7.959996
31114,6.9484377
31115,18.23326
31116,5.3434167
31117,10.9355955
31118,6.3524113
31119,3.558707
31120,14.597835
31121,4.136886
31122,14.595682
31123,9.659093
31124,9.938887
31125,9.301673
31126,8.827167
31127,9.045193
31128,4.804752
31129,11.666785
31130,15.040887
31131,14.426196
31132,3.5878174
31133,12.742641
31134,6.8844194
31135,4.3453393
31136,18.961443
31137,15.97816
31138,12.347174
31139,10.397755
31140,14.618706
31141,10.527859
31142,12.284683
31143,8.880539
31144,4.419825
31145,8.450386
31146,7.8257837
31147,5.184516
31148,12.327911
31149,11.8798065
31150,11.371374
31151,16.194801
31152,10.990199
31153,14.697695
31154,14.384639
31155,4.765191
31156,15.633438
31157,9.9803295
31158,11.700518
31159,8.904717
31160,7.700166
31161,12.94373
31162,11.689796
31163,14.602564
31164,10.601223
31165,18.11866
31166,21.566343
31167,12.288488
31168,3.7291436
31169,4.469832
31170,9.972183
31171,10.654657
31172,13.75148
31173,16.291042
31174,8.697376
31175,17.502293
31176,17.840857
31177,9.545153
31178,9.665665
31179,9.00982
31180,13.80201
31181,9.3149
31182,10.066956
31183,9.295326
31184,6.73644
31185,10.815207
31186,3.119261
31187,13.066391
31188,10.539511
31189,8.488953
31190,7.0420294
31191,12.584739
31192,9.027824
31193,7.648297
31194,5.0645256
31195,6.830481
31196,13.124215
31197,7.818212
31198,10.979272
31199,10.979092
31200,13.145918
31201,11.400264
31202,3.8127112
31203,7.475008
31204,11.649456
31205,5.216516
31206,4.389154
31207,6.334613
31208,11.295116
31209,15.561684
31210,11.460634
31211,10.095831
31212,8.976208
31213,10.319345
31214,16.123013
31215,10.044695
31216,10.159942
31217,8.436213
31218,6.7778
31219,14.935318
31220,13.709156
31221,11.741141
31222,11.728088
31223,5.586693
31224,9.102638
31225,10.327755
31226,10.7270975
31227,17.277456
31228,10.004116
31229,6.8573456
31230,12.544022
31231,13.352236
31232,9.360068
31233,9.3105
31234,17.35564
31235,11.478683
31236,10.207635
31237,4.31802
31238,8.681334
31239,11.029652
31240,8.483005
31241,12.668179
31242,14.318884
31243,17.006157
31244,18.03317
31245,12.7964945
31246,10.93935
31247,5.92126
31248,8.1674185
31249,13.996692
31250,9.910622
31251,4.2350693
31252,5.1434164
31253,9.43379
31254,15.030029
31255,13.529748
31256,13.008538
31257,11.492281
31258,13.110622
31259,4.4172134
31260,6.3161416
31261,8.862991
31262,13.943388
31263,9.700216
31264,17.887892
31265,13.055165
31266,9.067482
31267,11.163941
31268,11.543255
31269,9.56459
31270,16.95944
31271,9.5023575
31272,6.6955433
31273,6.931267
31274,6.1577
